"imo","MMSI","ais.type","call.Sign","flag","gross.tonnage","deadweight","length","width","image.src","ship.type","name"
"9169603",237829000,"Cargo","SYTR","Greece [GR]","86600","171101","288","8","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=51930&size=","Bulk Carrier","ANANGEL DYNASTY"
"8771796",354088000,"Other","3FOL2","Panama [PA]","6148","3939","99","1","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=224030&size=","Drill Barge","BASSDRILL ALPHA"
"9558490",207137000,"Cargo","LZEL","Bulgaria [BG]","11927","16800","147","55","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1364035&size=","General Cargo","PHOENIX"
"9184421",255924000,"Cargo","CQWD","Portugal [PT]","2469","3700","86","13","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=25981&size=","General Cargo","BEZA"
"9355135",565494000,"Tanker","S6ES6","Singapore [SG]","4224","4867","99","98","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=786550&size=","LPG Tanker","SIGAS SILVIA"
"9461300",538004465,"Cargo","V7XF5","Marshall Is [MH]","94145","179843","292","45","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1078121&size=","Bulk Carrier","BESIKTAS"
"",227045920,"Sailing Vessel","-","France [FR]","","","13","4","http://www.marinetraffic.com/img/no_photo.png","Sailing Vessel","FOLLIGOU"
"8814940",432967000,"Fishing","JIBC","Japan [JP]","499","618","52","6","http://www.marinetraffic.com/img/no_photo.png","Fishing Vessel","KORYO MARU NO.38"
"",263601980,"Tug","CSLP","Portugal [PT]","","","13","14","http://www.marinetraffic.com/img/no_photo.png","Tug","ENG.PEDRO BARRETO"
"9348687",636091595,"Cargo - Hazard A (Major)","A8PS5","Liberia [LR]","54675","68411","294","03","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=221877&size=","Container Ship","MAERSK DANANG"
"8912998",227550000,"Fishing","FGQC","France [FR]","1693","1754","81","9","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=772618&size=","Fishing Vessel","GUERIDEN"
"9356969",256234000,"Cargo","9HOZ8","Malta [MT]","5684","6933","140","17","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=7190&size=","General Cargo","MIR JALAL PASHAYEV"
"9318163",636012904,"Cargo","A8IZ2","Liberia [LR]","39906","50689","260","62","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=602314&size=","Container Ship","ZIM QINGDAO"
"9440590",305412000,"Cargo - Hazard A (Major)","V2EF4","Antigua Barbuda [AG]","7545","8248","129","59","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=145571&size=","Container Ship","ICE CRYSTAL"
"9223265",538090297,"Tanker","V7FY2","Marshall Is [MH]","24910","37808","170","36","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=58377&size=","Oil Products Tanker","PORT RUSSEL"
"7610804",224016440,"Dredger","EHNU","Spain [ES]","346","1016","45","01","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=427892&size=","Motor Hopper","DRACLAPP QUINCE"
"9347504",308945000,"Tanker - Hazard B","C6WA4","Bahamas [BS]","47173","58690","225","36","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=185132&size=","LPG Tanker","CAPTAIN JOHN NP"
"9372482",353289000,"Cargo - Hazard A (Major)","3EPY8","Panama [PA]","66399","72900","277","3","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=750865&size=","Container Ship","MSC ORIANE"
"9160798",477554000,"Cargo","VRVN8","Hong Kong [HK]","29729","47029","199","2","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=43256&size=","General Cargo","SAGA BEIJA FLOR"
"9373230",247237100,"Tanker - Hazard A (Major)","ICGF","Italy [IT]","13472","19991","149","95","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=34690&size=","Chemical Tanker","LETIZIA EFFE"
"9195377",236119000,"Cargo","ZDEG7","Gibraltar [GI]","2301","3159","82","5","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=496228&size=","General Cargo","STORTEBEKER"
"9255189",538005137,"Cargo","V7BG8","Marshall Is [MH]","17944","27128","178","43","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=114801&size=","Bulk Carrier","DS MANATEE"
"9198094",237677000,"Tanker - Hazard A (Major)","SYUZ","Greece [GR]","58125","104643","243","56","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=369741&size=","Crude Oil Tanker","MINERVA ALEXANDRA"
"",412440332,"Fishing","0000000","China [CN]","","","41","8","http://www.marinetraffic.com/img/no_photo.png","Fishing","FU YUAN YU 809"
"9527972",576009000,"Tug","YJQR5","Vanuatu [VU]","2538","2596","69","9","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=207855&size=","Multi Purpose Offshore Vessel","OZREN TIDE"
"9364277",372100000,"Cargo","3EIC7","Panama [PA]","39643","75356","224","95","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=436155&size=","Bulk Carrier","N AMALTHIA"
"",227258930,"Sailing Vessel","FQ8206","France [FR]","","","14","4","http://www.marinetraffic.com/img/no_photo.png","Sailing Vessel","YOUMIN"
"9125906",477901000,"Cargo","VRXC2","Hong Kong [HK]","26040","47180","188","33","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=129048&size=","Bulk Carrier","GENCO MARINE"
"9246683",636090866,"Cargo","A8GX4","Liberia [LR]","35881","42157","220","43","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=781965&size=","Container Ship","LETAVIA"
"9159452",413787000,"Cargo","BQAR","China [CN]","26829","46702","187","3","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=393198&size=","Bulk Carrier","LUHAI"
"9262223",310478000,"Tanker - Hazard D (Recognizable)","ZCDO2","Bermuda [BM]","115300","66900","288","74","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=259573&size=","LNG Tanker","LNG CROSS RIVER"
"9474163",244689000,"Cargo","PBQP","Netherlands [NL]","3990","5950","110","78","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=76997&size=","General Cargo","DROGDENBANK"
"9558581",271041991,"Cargo","TCYP7","Turkey [TR]","8601","11000","148","64","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=907622&size=","General Cargo","MUHARREM DADAYLI"
"9228538",304531000,"Cargo - Hazard A (Major)","V2OH5","Antigua Barbuda [AG]","30024","36003","208","03","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1043240&size=","Container Ship","CHIEF"
"9108829",224802000,"Cargo","ECKR","Spain [ES]","3443","4985","93","15","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=118566&size=","General Cargo","CAP FORMENTOR"
"9372494",370271000,"Cargo - Hazard A (Major)","3ESD8","Panama [PA]","66399","73262","277","3","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1348103&size=","Container Ship","MSC SORAYA"
"9401300",219473000,"Tanker - Hazard B","OWMK2","Denmark [DK]","4752","6974","119","6","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=673006&size=","Chemical Tanker","ANHOUT SWAN"
"9669627",477407200,"Cargo","VRMY4","Hong Kong [HK]","23405","35550","179","9","http://www.marinetraffic.com/img/no_photo.png","Bulk Carrier","TOKYO SPIRIT"
"9429297",240995000,"Tanker","SVAY3","Greece [GR]","84735","164758","274","19","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=522707&size=","Oil Products Tanker","NICOLAOS"
"9394167",308756000,"Unspecified","C6WP6","Bahamas [BS]","374","296","32","5","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=802591&size=","Tug","SMIT BIOKO"
"9245378",247046400,"Tanker - Hazard A (Major)","IBVQ","Italy [IT]","3616","5213","99","67","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=296162&size=","Tanker","ALESSANDRO F"
"9337779",247245300,"Tanker","ICLI","Italy [IT]","7687","11298","116","5","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=13761&size=","Chemical Tanker","VULCANELLO M"
"9515280",370387000,"Cargo","3ESP4","Panama [PA]","11927","16622","147","23","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=665022&size=","General Cargo","ALAYA"
"9668295",563533000,"Cargo","9V2456","Singapore [SG]","17025","28207","169","5","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1707670&size=","Bulk Carrier","INCE EVRENYE"
"9290177",255805553,"Cargo - Hazard A (Major)","CQID","Portugal [PT]","17188","22513","178","26","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=111834&size=","Container Ship","VERA D"
"9009023",258636000,"Tanker - Hazard B","LAQD4","Norway [NO]","34951","44995","205","32","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=240192&size=","LPG Tanker","BW HAVIS"
"8412986",352622000,"Cargo","3FTQ3","Panama [PA]","44356","17955","190","32","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=285269&size=","Ro-Ro Cargo","PETRA"
"9180839",245315000,"Cargo","PEAD","Netherlands [NL]","6540","9200","134","5","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=149037&size=","Cargo/Containership","MOEZELBORG"
"9602722",257932000,"Tanker","LAPN7","Norway [NO]","43053","73847","228","6","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1948536&size=","Chemical Tanker","JO REDWOOD"
"",617056000,"Passenger","D4CP","Cape Verde [CV]","","","45","9","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=2217657&size=","Passenger","SOTAVENTO"
"8919415",312867000,"Fishing","V3PG8","Belize [BZ]","2109","1650","79","8","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=687931&size=","Fishing Vessel","CAP FINISTERE"
"",211129530,"Sailing Vessel","DB","Germany [DE]","","","13","4","http://www.marinetraffic.com/img/no_photo.png","Sailing Vessel","RAIN"
"9160994",304851000,"Cargo","V2BK8","Antigua Barbuda [AG]","7260","8194","122","11","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=683525&size=","Ro-Ro Cargo","SLOMAN PROVIDER"
"9434462",305415000,"Cargo - Hazard A (Major)","V2EF7","Antigua Barbuda [AG]","26936","34295","211","85","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=555365&size=","Container Ship","CITY OF HONGKONG"
"9363089",357636000,"Cargo","3EOP7","Panama [PA]","44146","83730","229","32","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=84613&size=","Bulk Carrier","GOLDEN SPRING"
"",635000360,"Passenger","HO7620","Antarctica [AQ]","","","18","4","http://www.marinetraffic.com/img/no_photo.png","Passenger","SURFER 1852"
"9102332",405000097,"Cargo","S2AW","Bangladesh [BD]","26449","47639","189","99","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=365208&size=","Bulk Carrier","JAHAN SISTER"
"",244710639,"Pleasure Craft","PF9710","Netherlands [NL]","","","18","5","http://www.marinetraffic.com/img/no_photo.png","Pleasure Craft","NESCIO"
"8811936",273381240,"Unspecified","UHMQ","Russia [RU]","7949","12150","129","8","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=711255&size=","General Cargo","ARTISGRACHT"
"9406960",229600000,"Cargo","9HA3437","Malta [MT]","18485","23710","176","83","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=517360&size=","Container Ship","GLUECKSBURG"
"9228174",215853000,"Cargo","9HDG8","Malta [MT]","86743","170622","288","97","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=2054391&size=","Bulk Carrier","ALAMEDA"
"9574042",636092183,"Cargo","A8XZ5","Liberia [LR]","23264","38273","179","97","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1553792&size=","Bulk Carrier","DIANA BOLTEN"
"9351749",538005043,"Tanker","V7AP7","Marshall Is [MH]","8482","11999","134","85","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=39570&size=","Crude Oil Tanker","OCEAN BRAVE"
"9465382",247311200,"Cargo","IBOP","Italy [IT]","47218","24800","210","92","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=594642&size=","Ro-Ro Cargo","GRANDE COSTA D'AVORIO"
"9195731",373898000,"Cargo","3EWD4","Panama [PA]","2545","3850","88","78","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=854257&size=","General Cargo","LADY GUL"
"9586411",271042566,"Cargo","TCZU4","Turkey [TR]","43717","79422","229","32","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=643628&size=","Bulk Carrier","ULUSOY 11"
"9327310",538090457,"Tanker - Hazard C (Minor)","V7AA5","Marshall Is [MH]","3934","5794","105","5","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=575864&size=","Oil/Chemical Tanker","GIZEMDENIZ SULTAN"
"8764822",375676000,"Other","J8B3952","St Vincent Grenadines","1072","","38","92","http://www.marinetraffic.com/img/no_photo.png","Offshore Supply Ship","SEAWORK 1"
"9610391",357147000,"Cargo","3ETV4","Panama [PA]","59022","18384","199","95","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=937232&size=","Vehicles Carrier","SUPREME ACE"
"7911026",242926000,"Fishing","CNA4504","Morocco [MA]","786","764","56","9","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=29302&size=","Trawler","GANTHI VIII"
"9604392",566694000,"Tanker","9V9143","Singapore [SG]","47057","54901","225","36","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=2112520&size=","LPG Tanker","MOTIVATOR"
"9164770",247601000,"Cargo - Hazard A (Major)","IBMI","Italy [IT]","14868","16024","189","73","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=115370&size=","Reefer","CALA PALMA"
"",412209156,"Unspecified","-","China [CN]","","","","","http://www.marinetraffic.com/img/no_photo.png","Unspecified","0"
"9312341",248153000,"Cargo","9HA2210","Malta [MT]","16960","28436","169","3","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=118420&size=","Bulk Carrier","AMALIYA"
"9248813",259847000,"Tanker","LAGW7","Norway [NO]","81270","159438","274","2","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=109617&size=","Oil Products Tanker","SKS SALUDA"
"9215830",636090994,"Cargo - Hazard A (Major)","A8IL3","Liberia [LR]","74373","80596","304","40","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=300154&size=","Container Ship","DS REPUBLIC"
"9144500",477610000,"Cargo","VRVQ6","Hong Kong [HK]","26062","45732","186","30","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=65061&size=","Bulk Carrier","XIN QIANG"
"9312896",636012856,"Tanker","A8IK3","Liberia [LR]","57248","109919","244","42","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=3502&size=","Oil Products Tanker","NS CREATION"
"9476692",241075000,"Cargo","SVBE4","Greece [GR]","33044","57000","189","99","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=423026&size=","Bulk Carrier","MAGDA P"
"9407677",563835000,"Cargo","9VGR2","Singapore [SG]","20209","4693","140","22","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=205293&size=","Vehicles Carrier","CITY OF OSLO"
"9446623",636015310,"Cargo","A8ZW9","Liberia [LR]","92746","181399","291","9","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=602419&size=","Bulk Carrier","CAPE BUZZARD"
"9456733",245020000,"Cargo","PBLI","Netherlands [NL]","8999","12080","143","19","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=303328&size=","General Cargo","NORDANA MATHILDE"
"9433561",249475000,"Tanker - Hazard A (Major)","9HTA9","Malta [MT]","4816","7051","119","6","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=102331&size=","Oil/Chemical Tanker","EMEK S"
"9487873",236555000,"Cargo","ZDJR4","Gibraltar [GI]","51209","93038","229","17","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=448818&size=","Bulk Carrier","SCANDINAVIAN EXPRESS"
"",371706000,"Unspecified","7BJZ9","Panama [PA]","","","199","32","http://www.marinetraffic.com/img/no_photo.png","Unspecified","HORNING CRYSTDL"
"9270610",563065000,"Tug","9V6217","Singapore [SG]","2332","2162","68","95","http://www.marinetraffic.com/img/no_photo.png","Tug/Supply Vessel","PACIFIC WIZARD"
"9244037",311000126,"Cargo","C6AR2","Bahamas [BS]","16418","27112","165","5","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=118562&size=","Bulk Carrier","OCCITAN BARSAC"
"",227506660,"Pleasure Craft","FOWN","France [FR]","","","14","4","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1631309&size=","Pleasure Craft","KIKISYBELIUS"
"9301483",255805569,"Cargo","CQIT","Portugal [PT]","89941","102761","334","42","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=8065&size=","Container Ship","MSC PARIS"
"9158537",306354000,"Cargo - Hazard A (Major)","PJKV","Curacao [CW]","9298","11048","150","22","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=476918&size=","Reefer","AGULHAS STREAM"
"9380099",355221000,"Tanker","3FNL4","Panama [PA]","26900","47401","182","5","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=465084&size=","Tanker","SILVER EXPRESS"
"9392925",565971000,"Cargo - Hazard A (Major)","9V7498","Singapore [SG]","35835","43133","223","5","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=770076&size=","Container Ship","MAERSK BUTON"
"9274642",219577000,"Tanker","OWOQ2","Denmark [DK]","26659","37300","186","3","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=144153&size=","Oil/Chemical Tanker","MAERSK ETIENNE"
"9404625",244036000,"Tanker","PHNI","Netherlands [NL]","5441","6175","108","16","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=348062&size=","LPG Tanker","CORAL LEAF"
"9369071",305113000,"Cargo","V2GM7","Antigua Barbuda [AG]","7878","11104","145","63","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=310294&size=","General Cargo","HC EVA MARIE"
"9163477",636015795,"Cargo","D5CW6","Liberia [LR]","26028","45600","44","8","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=94994&size=","Bulk Carrier","DOKOS"
"9198628",236042000,"Cargo","ZDFD","Gibraltar [GI]","3194","4303","98","84","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1188030&size=","General Cargo","PETER RONNA"
"9567116",538004881,"Cargo","V7ZO8","Marshall Is [MH]","91971","175641","291","8","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1098867&size=","Bulk Carrier","CIC ROLACO"
"",319819000,"Pleasure Craft","ZCIH6","Cayman Is [KY]","","","29","6","http://www.marinetraffic.com/img/no_photo.png","Pleasure Craft","JESS SEA"
"",538070831,"Pleasure Craft","V7YA9","Marshall Is [MH]","","","26","8","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=1298356&size=","Pleasure Craft","ZEMBRA"
"9454400",235076499,"Cargo - Hazard A (Major)","2CXB8","United Kingdom [GB]","150269","165182","365","5","http://photos.marinetraffic.com/ais/showphoto.aspx?photoid=295714&size=","Container Ship","CMA CGM CORTE REAL"
